GT	Pred	Corrected	Prob	WRR_Correct	Post_WRR_Correct
గురించి	గురించి	గురించి	0.9993	1	1
ధ్యానంకోసం	ధ్యానంకోసం	ధ్యానంకోసం	0.9842	1	1
పేరు	పేరు	పేరు	0.9757	1	1
ఇదిగో	ఇదిగో	ఇదిగో	0.9998	1	1
వర్ణిస్తున్నాడు.	వర్ణిస్తున్నాడు.	వర్ణిస్తున్నాడు.	0.9997	1	1
''ఓ   ...	"ఓ..	"ఓ..	0.8652	0	0
డమ్మా	డమ్మా	డమ్మా	0.9979	1	1
వేయదుట.	వేయదుట.	వేయదుట.	0.9956	1	1
దన్నింటను	దన్నింటను	దన్నింటను	0.9989	1	1
ఎన్నొ	ఎన్ొ	ఎన్	0.8855	0	0
శివస్వరూపము	శివస్వరూపము	శివస్వరూపము	0.9722	1	1
గణిత	గణిత	గణిత	0.9994	1	1
లేకున్న	లేకున్న	లేకున్న	0.9783	1	1
ఉన్నటువంటి	ఉన్నటువంటి	ఉన్నటువంటి	0.9920	1	1
భూపములు	డూపముల	డూపముల	0.8028	0	0
ధ్యానం	ధ్యానం	ధ్యానం	0.9993	1	1
మన	మన	మన	0.9986	1	1
లెమ్మని	లెమ్మని	లెమ్మని	0.9939	1	1
కష్టం	కష్టం	కష్టం	0.9979	1	1
నొకటియు	నొకటియు	నొకటియు	0.9718	1	1
మనస్సును	మనస్సును	మనస్సును	0.9687	1	1
కూడ	కూడ	కూడ	0.9884	1	1
అభ్యాసం	అభ్యాసం	అభ్యాసం	0.9616	1	1
మరియు	మరియు	మరియు	0.9995	1	1
అవి	అవి	అవి	0.9611	1	1
దయనీయుఁ	దయనీయుఁ	దయనీయుఁ	0.9717	1	1
పేదరాజు	పేదరాజు	పేదరాజు	0.9955	1	1
అనే	అనే	అనే	0.9960	1	1
చేసెడి	చేసెడి	చేసెడి	0.9519	1	1
చాలా	చాలా	చాలా	0.9418	1	1
ధ్యానము	ధ్యానము	ధ్యానము	0.9355	1	1
పిచ్చితల్లి	పిచ్చితల్లి	పిచ్చితల్లి	0.9989	1	1
చూడలేక పోయితిమి.	చూడలేకపోయితిమి.	చూడలేకపోయితిమి.	0.9812	0	0
చదలదాటి	చదలదాటి	చదలదాటి	0.9432	1	1
కెన్మిది	కెన్నిది.	కెన్నిది.	0.9515	0	0
అలా	అలా	అలా	0.9612	1	1
అనేవి	అనేవి	అనేవి	0.9886	1	1
ఆ	ఆ	ఆ	0.9976	1	1
33	33	33	0.8482	1	1
లేచెను.	లేచెను.	లేచెను.	0.9971	1	1
తండ్రివాని	తండ్రివాని	తండ్రివాని	0.9970	1	1
త్రిప్పుటకు	త్ిప్పుటకు	త్ిప్పుటకు	0.8952	0	0
వచ్చి	నచ్చి	నచ్చి	0.9811	0	0
(ఆ	(ఆ	(ఆ	0.9686	1	1
ఇంతవఱకు	ఇంతవఱకు	ఇంతవఱకు	0.9570	1	1
పూసుకున్నారన్నారు.	పూసుకున్నారన్నారు.	పూసుకున్నారన్నారు.	0.9600	1	1
వంతుడనియు,	వంతుడునియు,	వంతుడునియు,	0.9736	0	0
కాఫీ	కాఫీ	కాఫీ	0.9989	1	1
మరొక ప్రక్క	మరొకప్రక్క	మరొకప్రక్క	0.9853	0	0
''బాలాయనీల	"బాలాయనీల	"బాలాయనీల	0.9771	0	0
తీరు	తీరు.	తీరు.	0.9429	0	0
వీ	నీ	నీ	0.8971	0	0
కూడ	కూడ	కూడ	0.9062	1	1
కాపాడుచు	కాపాడుచు	కాపాడుచు	0.9955	1	1
విప్పారెను.	విప్పారెను.	విప్పారెను.	0.9307	1	1
వృద్ధి	వృధి	వృధి	0.9379	0	0
చెదరదు	చెదరదు	చెదరదు	0.9962	1	1
కేల	కేల	కేల	0.9996	1	1
వేణువు	వేణువు	వేణువు	0.9305	1	1
అన్నేడమ్మా	అన్నేడమ్మా	అన్నేడమ్మా	0.9998	1	1
ప్రబంధాలన్నీ	ప్రబంధాలన్నీ	ప్రబంధాలన్నీ	0.9987	1	1
ఈ	ఈ	ఈ	0.9954	1	1
పెద్దకర్ర	పెద్దకర్ర	పెద్దకర్ర	0.9997	1	1
తాము	తామ	తామ	0.8427	0	0
తల్లీ	తల్లీ"	తల్లీ"	0.9983	0	0
యీతనియం	యీతనియం	యీతనియం	0.9893	1	1
ఎక్కడనుంచి	ఎక్కడనుంచి	ఎక్కడనుంచి	0.9990	1	1
వర్తకుల	నరకుల	నరకుల	0.9690	0	0
దర్శనంచేస్తూ,	దర్శనంచేస్తూ,	దర్శనంచేస్తూ,	0.9974	1	1
కాలము	కాలము	కాలము	0.9985	1	1
ఒక	ఒక	ఒక	0.8619	1	1
'షో'	'పో'	'పో'	0.9865	0	0
చక్రవర్తి కొడుకు	చక్రవర్తికొడుకు	చక్రవర్తికొడుకు	0.9468	0	0
ధారణ	ధారణ	ధారణ	0.9546	1	1
కూడ	కూడ	కూడ	0.8971	1	1
పట్టుకుని	పట్టుకుని	పట్టుకుని	0.9488	1	1
పెదవులు	పెదవులు	పెదవులు	0.9987	1	1
హస్తగతంచేసుకుని	హస్తగతంచేనుకుని	హస్తగతంచేనుకుని	0.9785	0	0
నడయాడుట	నడయాడుట	నడయాడుట	0.9274	1	1
వినిపిస్తాయి.	వినిపిస్తాయి.	వినిపిస్తాయి.	0.9692	1	1
మనస్సులో	మనస్సులో	మనస్సులో	0.9793	1	1
వారిజోలికి	వారిజోలికి	వారిజోలికి	0.9950	1	1
ధ్యానము	ధ్యానము	ధ్యానము	0.9507	1	1
వస్తువుయొక్క	వస్తువుయొక్క	వస్తువుయొక్క	0.9777	1	1
నిలబడటం	నిలబడటం	నిలబడటం	0.9990	1	1
గవర్నరులు	గవర్నరులు	గవర్నరులు	0.9815	1	1
ఇతని	ఇతని	ఇతని	0.9935	1	1
నాయన	నాయన	నాయన	0.9990	1	1
సమాధి	సమాధి	సమాధి	0.9767	1	1
సురాజ్	సురాజ్	సురాజ్	0.9844	1	1
పదవికి	పదవికి	పదవికి	0.9891	1	1
తాము నిమిత్తమాత్రు	తామునిబిత్తమాత్రు	తామునిబిత్తమాత్రు	0.9198	0	0
అనిపించి	అనిపించి-	అనిపించి-	0.9311	0	0
విజయనగర	విజయనగర	విజయనగర	0.9939	1	1
కదా!	కదా!	కదా!	0.9997	1	1
వా	వా	వా	0.9995	1	1
మాయమై	మాయమై	మాయమై	0.9346	1	1
దిక్కులు.	దిక్కులు.	దిక్కులు.	0.9922	1	1
క్రమముగ	క్మముగ	క్మముగ	0.9717	0	0
శారీరకరుగ్మతలు	శారీరకరుగ్మతలు	శారీరకరుగ్మతలు	0.9978	1	1
చేసిన	చేసిన	చేసిన	0.9992	1	1
తెలుసు	తెలుసు	తెలుసు	0.9995	1	1
మీఁద	మోఁద	మోద	0.8720	0	0
పైన	పైన	పైన	0.9553	1	1
అన్నేడమ్మా	అన్నేడమ్మా!	అన్నేడమ్మా!	0.9557	0	0
తి	క	కి	0.3330	0	0
ఈ	ఈ	ఈ	0.9309	1	1
స్థితి	స్థితి	స్థితి	0.9061	1	1
సమకాలిన	సమకాలిన	సమకాలిన	0.9331	1	1
చేరినవారు కలరు.	చేరినవారుకలరు.	చేరినవారుకలరు.	0.9585	0	0
ఇచ్చి,	ఇచ్చి,	ఇచ్చి,	0.9949	1	1
ఎన్ని	ఎన్ని	ఎన్ని	0.9704	1	1
బయల్దేరాడుట	బయల్దేరాడుట	బయల్దేరాడుట	0.9932	1	1
క్షోభించిపోయిరి	జ్ోభించిపోయిరి	జ్ోభించిపోయిరి	0.9209	0	0
జీవిస్తావు.	జీవిస్తావు.	జీవిస్తావు.	0.9992	1	1
ఉంటుంది.	ఉంటుంది.	ఉంటుంది.	0.9984	1	1
హిందూవర్తకులు	హిందూవర్తకులు	హిందూవర్తకులు	0.9417	1	1
రూపాయల	సూపాయల	సూపాయల	0.9337	0	0
ఆ	ఆ	ఆ	0.9991	1	1
చెక్కలగునట్లు	చెక్కలనునట్లు	చెక్కలనునట్లు	0.9391	0	0
కుంపిడివాదితో	కుంపిివాతో	కుంపిివాతో	0.9561	0	0
విస్తీర్ణమగు	విస్తీర్ణమగు	విస్తీర్ణమగు	0.9865	1	1
కావలసిన	కావలసిన	కావలసిన	0.9470	1	1
వారసత్వము	వారసత్వము	వారసత్వము	0.9998	1	1
వెయ్యడానికి	వెయ్యడానికి	వెయ్యడానికి	0.9967	1	1
ఉదయిస్తున్న	ఉదయిస్తున్న	ఉదయిస్తున్న	0.9703	1	1
అన్ని	అన్ని	అన్ని	0.9999	1	1
పినతండ్రి	పినతండిరి	పినతండిరి	0.9044	0	0
కిచ్చివేయవలెను;	కిచ్చివేయవలెను;	కిచ్చివేయవలెను;	0.9882	1	1
కొంత	కొంత	కొంత	0.9997	1	1
ఆ	ఆ	ఆ	0.9991	1	1
అర్థమాత్ర నిర్భాసం:	ఆర్థమాత్రనిర్చాసంజ	ఆర్థమాత్రనిర్చాసంజ	0.8802	0	0
అవుతుంది.]	అవుతుంది.)	అవుతుంది.)	0.8992	0	0
తిరుపతిలో	తిరుపతిలో	తిరుపతిలో	0.9730	1	1
పా-పా-యీ....:	పా-పా-యా....'	పా-పా-యా....'	0.8569	0	0
కొంచెం	కొంచెం	కొంచెం	0.9950	1	1
కారమును	కారమును	కారమును	0.9720	1	1
40	40	40	0.9997	1	1
చలి	చలి	చలి	0.9990	1	1
మోకాళ్ళమీదికి	మోకాళ్ళమీదికి	మోకాళ్ళమీదికి	0.9997	1	1
చేయించెను.	చేయించెను.	చేయించెను.	0.9866	1	1
నిలబడ్డాయి.	నిలబడ్డాయి.	నిలబడ్డాయి.	0.9987	1	1
సాధ్యాసాధ్యదశలయం	నాభ్యానాధ్యదశలయం	నాభ్యానాధ్యదశలయం	0.9335	0	0
చేయరాదని	చేయరాదని	చేయరాదని	0.9982	1	1
మడతలు.	మడతలు.	మడతలు.	0.9955	1	1
సరదాగ	సరదాగ	సరదాగ	0.9934	1	1
శాస్త్రిగారు	శాస్త్రిగారు	శాస్త్రిగారు	0.9390	1	1
జూచి	జూచి	జూచి	0.9995	1	1
పుణ్యంగా	పుణ్యంగా	పుణ్యంగా	0.9997	1	1
ఝమ్ క	ఝమ్క	ఝమ్క	0.9944	0	0
తమవలన	తమవలన	తమవలన	0.9318	1	1
''ఆమె	"ఆమె	"ఆమె	0.9981	0	0
నెలకొల్పి	నెలకొల్పి	నెలకొల్పి	0.9985	1	1
పాదాలు	పాదాలు	పాదాలు	0.9437	1	1
కలవాడు	కలవాడు.	కలవాడు.	0.9491	0	0
ఘట్టములలో	ఘట్టములలో	ఘట్టములలో	0.9938	1	1
నాలుగు	నాలుగు	నాలుగు	0.9625	1	1
యిచ్చారు.	యిచ్చారు.	యిచ్చారు.	0.9995	1	1
అందుచే,	అందుచే,	అందుచే,	0.9846	1	1
యంత్రము,	యంత్రము,	యంత్రము,	0.9997	1	1
కనిపిస్తుంది.	కనిపిస్తుంది.	కనిపిస్తుంది.	0.9799	1	1
పేరు	పేరు	పేరు	0.9527	1	1
నని	నని	నని	0.9855	1	1
సంగమవంశంవారు	సంగమవంశంవారు	సంగమవంశంవారు	0.9918	1	1
అనే	అనే	అనే	0.9990	1	1
వినియోగం	వినియోగం	వినియోగం	0.9650	1	1
నిరాశ	నిరాశ	నిరాశ	0.9986	1	1
గురు	గురు	గురు	0.9620	1	1
ట్రీటు	ట్రీటు	ట్రీట్	0.8975	1	0
యొక్క	యొక్క	యొక్క	0.9997	1	1
పొదలమీటి	పొదలమీటి	పొదలమీటి	0.9975	1	1
తీశారు.	తీశారు.	తీశారు.	0.9460	1	1
చేసిన	చేసిన	చేసిన	0.9996	1	1
చూడఁగా	చూడఁగా	చూడఁగా	0.9829	1	1
మిగుల్తుంది.	మిగుల్తుంది.	మిగుల్తుంది.	0.9814	1	1
శూన్యం	శూన్యం	శూన్యం	0.9993	1	1
express	express	express	0.9456	1	1
చేసాడు.	చేసాడు.	చేసాడు.	0.9993	1	1
మీలో	మీలో	మీలో	0.9998	1	1
దండనకు	దండనకు	దండనకు	0.9995	1	1
మిక్కిలి	మిక్కిలి	మిక్కిలి	0.9817	1	1
వస్తుంది.	వస్తుంది.	వస్తుంది.	0.9995	1	1
ప్రొఫెసర్లు,	ప్రొఫెసర్లు,	ప్రొఫెసర్లు,	0.9920	1	1
అక్కడికి	అక్కడికి	అక్కడికి	0.9998	1	1
దీని	దీని	దీని	0.9174	1	1
కలవాడు	కలవాడు	కలవాడు	0.9997	1	1
వాళ్ళు	వాళ్ళు	వాళ్ళు	0.9990	1	1
దినములలో	దినములలో	దినములలో	0.9675	1	1
ఆనందం	ఆనందం	ఆనందం	0.8765	1	1
దోసె	దోసె.	దోసె.	0.8991	0	0
మంతయు	మంతయు	మంతయు	0.9916	1	1
యోగట్రీట్మెంటు	యోగట్రీక్మంటు	యోగట్రీక్మంటు	0.9326	0	0
ఓడదొంగతనములు	ఒడదొంగతనములు	ఒడదొంగతనములు	0.9745	0	0
స్థితివస్తే.	స్థితివస్తే.	స్థితివస్తే.	0.9530	1	1
ఇదిగాక,	ఇదిగాకు,	ఇదిగాకు,	0.9455	0	0
తదేవ	తదేవ	తదేవ	0.9981	1	1
అనిరి.	అనిరి.	అనిరి.	0.9629	1	1
చూస్తూ	చూస్తూ	చూస్తూ	0.9998	1	1
యింగ్లీ	యింగ్లీ	యింట్లో	0.8952	1	0
నాల్గు	నాల్లు	నాల్లు	0.9381	0	0
జరుగ	జరుగ	జరుగ	0.9728	1	1
ఏడిస్తే	ఏడిస్తే	ఏడిస్తే	0.9425	1	1
సామర్ధ్యముగల	సామధ్ధ్యముగల	సామధ్ధ్యముగల	0.9744	0	0
బారలైన	బారలైన	బారలైన	0.9950	1	1
వాటి	వాటి	వాటి	0.9964	1	1
నది	నది	నది	0.9834	1	1
కాల్పు,	కాల్పు,	కాల్పు,	0.9878	1	1
రీతిగ	రీతిగ	రీతిగ	0.9738	1	1
కొలుచు	కొలుచు	కొలుచు	0.9949	1	1
ఫ్రెంచివారిపని	ఖెంచివారిపని	ఖెంచివారిపని	0.9138	0	0
మనస్సు	మనస్సు	మనస్సు	0.9999	1	1
నజరానాలు	నజరానాల	నజరానాల	0.9951	0	0
చాల	చాల	చాల	0.9993	1	1
ఒకానొక	ఒకానొక	ఒకానొక	0.9994	1	1
దాన్ని	దాన్ని	దాన్ని	0.9998	1	1
శరీర	శరీర	శరీర	0.9991	1	1
కప్పు	కోప్ప	కప్ప	0.7595	0	0
వస్తువు	వస్తువు	వస్తువు	0.9699	1	1
....మ్మా ....!''	...మ్మా....."	...మ్మా....."	0.7705	0	0
యుండి	యుండు	యుండు	0.9978	0	0
చేసాం.	చేసాం.	చేసాం.	0.9971	1	1
స్మృతి	స్మృతి	స్మృతి	0.9277	1	1
తిరగటం	తిరగటం	తిరగటం	0.9996	1	1
ఝమ్ క	ఝష్క	ఝష్క	0.9009	0	0
కలిగినది?	కలిగినది?	కలిగినది?	0.9986	1	1
అప్పుడు	అప్పుడు	అప్పుడు	0.9502	1	1
బాగయిని	బాగయిన	బాగయిన	0.9951	0	0
యయినట్లే	యయినట్లే	యయినట్లే	0.9997	1	1
చిత్తవృత్తి	చిత్తవృత్తి	చిత్తవృత్తి	0.9974	1	1
నిన్ను	నిన్ను	నిన్ను	0.9725	1	1
ఎలా	ఎలా	ఎలా	0.9999	1	1
సూరన్న.	సూరన్న.	సూరన్న.	0.9934	1	1
వానిని	వానిని	వానిని	0.9698	1	1
ప్రపంచంలో	ప్రపంచంలో	ప్రపంచంలో	0.9991	1	1
ఆరాజవంశాల	ఆరాజవంశాల	ఆరాజవంశాల	0.9919	1	1
ఆ	ఆ	ఆ	0.9987	1	1
చూచుటతోడనే	చూచుటతోడనే	చూచుటతోడనే	0.9930	1	1
యాందోళనము!	యాందోళనము!	యాందోళనము!	0.9962	1	1
శంకరదిగ్విజయము,	శంకరదిగ్విజయము,	శంకరదిగ్విజయము,	0.9644	1	1
వర్ణిస్తాడు.	వర్ణిస్తాడు.	వర్ణిస్తాడు.	0.9925	1	1
ఇంతటి	ఇంతటి	ఇంతటి	0.9994	1	1
సంచలనము	సంచలనము	సంచలనము	0.9994	1	1
కనిపించవు.	కనిపించవు.	కనిపించవు.	0.9341	1	1
అనంతాన్ని	అనంతాన్ని	అనంతాన్ని	0.9996	1	1
వస్తున్నటువంటి	వస్తున్నటువంటి	వస్తున్నటువంటి	0.9812	1	1
పద్ధతి,	పద్ధతి,	పద్ధతి,	0.9577	1	1
ఈతనియందు	ఈతనియండు	ఈతనియండు	0.9546	0	0
నుండెను.	నుండెను.	నుండెను.	0.9935	1	1
ఆతని	ఆతని	ఆతని	0.9964	1	1
[	I	I	0.9980	0	0
అవసరమైనప్పుడు	అవసరమైనప్పుడు	అవసరమైనప్పుడు	0.9804	1	1
లేవు.	లేవు.	లేవు.	0.9446	1	1
తెలియడం.	తెలియడం.	తెలియడం.	0.9386	1	1
లేకపోయెను.	లేకపోయెను.	లేకపోయెను.	0.9971	1	1
తల్లీ	తల్లీ	తల్లీ	0.9993	1	1
ఆ	ఆ	ఆ	0.9988	1	1
కొండపైని	కొండపైని	కొండపైని	0.9994	1	1
ఉంటుంది.	ఉంటుంది.	ఉంటుంది.	0.9600	1	1
"సురాజ్	"సురాజ్	"సురాజ్	0.9900	1	1
ఆటలు	అటలు	అటలు	0.9717	0	0
అన్న	అన్న!	అన్న!	0.9749	0	0
తర్వాత	తర్వాత	తర్వాత	0.9999	1	1
నాకు	నాకు	నాకు	0.9996	1	1
ఈనె	ఈనె	ఈనె	0.9975	1	1
మెచ్చి	మెచ్చి	మెచ్చి	0.9998	1	1
ఈతని	ఈతని	ఈతని	0.8706	1	1
కాదు	కాదు	కాదు	0.9481	1	1
మైనటువంటి	మైనటువంటి	మైనటువంటి	0.9694	1	1
రెక్క	రిక్కి	రిక్షా	0.8609	0	0
కదలిక.	కదలిక.	కదలిక.	0.9400	1	1
చేయి	చేయి	చేయి	0.9994	1	1
అన్నంపెట్టి	అన్నంపెట్టి	అన్నంపెట్టి	0.9998	1	1
శ్రీ	శ్రీ	శ్రీ	0.9542	1	1
కూడ	కూడ	కూడ	0.9998	1	1
జలోదరము	జలోదరము	జలోదరము	0.9995	1	1
యువరా	యువరా	యువరా	0.9991	1	1
ఆ	ఆ	ఆ	0.9988	1	1
కలకత్తాలోని	కలకన్తాలోని	కలకత్తాలోని	0.8821	0	1
చెప్పాడు,	చెప్పాడు,	చెప్పాడు,	0.9431	1	1
అంటే	అంటే	అంటే	0.9994	1	1
నవ్విన	నవ్విన	నవ్విన	0.9932	1	1
భక్తితో	భక్తితో	భక్తితో	0.9963	1	1
శాసనాలలో	శాసనాలలో	శాసనాలలో	0.9659	1	1
మీరు	మారు	మారు	0.8426	0	0
గదుల్లోను	గదుల్లోను	గదుల్లోను	0.9975	1	1
కాఫీ;	కాఫీ	కాఫీ	0.9984	0	0
పాప	పాప	పాప	0.9721	1	1
ఏమీ	ఏమీ	ఏమీ	0.9612	1	1
విజయనగర	విజయనగర	విజయనగర	0.9946	1	1
అది.	అది.	అది.	0.9985	1	1
ఇవ్వలేదని	ఇవ్వలేదని	ఇవ్వలేదని	0.9957	1	1
వేదాంత	వేదాంత	వేదాంత	0.9995	1	1
అర్థముగా	అర్థముగా	అర్థముగా	0.9975	1	1
గడచిన	గడచిన	గడచిన	0.9997	1	1
వారి	వారి	వారి	0.9994	1	1
మిగుల్తాయి.	మిగుల్తాయి.	మిగుల్తాయి.	0.9665	1	1
రాజ్య	రాజ్య	రాజ్య	0.9999	1	1
అక్కడికి	అక్కడికి	అక్కడికి	0.9845	1	1
పరిగణించి	పరిగణించి	పరిగణించి	0.9944	1	1
''వలయున్	"వలయున్	"వలయున్	0.9335	0	0
సర్వనిర్వాహక	సర్వనిర్వాహక	సర్వనిర్వాహక	0.9766	1	1
పాదాలమీద	పాదాలమీద	పాదాలమీద	0.9919	1	1
అష్టాంగ	అష్టాంగ	అష్టాంగ	0.9998	1	1
మేము	మేము	మేము	0.9997	1	1
ప్రజలచే	పజలచే	పజలచే	0.9575	0	0
నింటికి	నింటికి	నింటికి	0.9993	1	1
నిరువది	నిరువది	నిరువది	0.9974	1	1
చూడు	చూడు	చూడు	0.9676	1	1
యూపుతో	యూపుతో	యూపుతో	0.9924	1	1
ఫ్రెంచి	ఫెంచి	ఫ్రెంచి	0.8831	0	1
రాజ్యం	రాజ్యం	రాజ్యం	0.9987	1	1
ముందుకి	ముందుకి	ముందుకి	0.9795	1	1
పుట్టకపోయి	పుట్టకణోయి	పుట్టకణోయి	0.9309	0	0
వేద	వేద	వేద	0.9991	1	1
గవర్నరును,	గనర్నరును,	గనర్నరును,	0.9606	0	0
అబద్ధం	అబద్ధం	అబద్ధం	0.9949	1	1
సరిగానే	నగిగానే	నగిగానే	0.8951	0	0
కుంపిణీ	కుంపిఁ	కుంపిఁ	0.9815	0	0
పరుగు	పరుగు	పరుగు	0.9987	1	1
సంగములు	సంగములు	సంగములు	0.9859	1	1
తోడి	తోడి	తోడి	0.9957	1	1
చూడటం	చూడటం	చూడటం	0.9996	1	1
సమాధి	సమాధి	సమాధి	0.9997	1	1
అఖర్నేలేదంటుంది	అఖర్చేలేదంటుంది	అఖర్చేలేదంటుంది	0.9916	0	0
ఒక	ఒక	ఒక	0.9972	1	1
ఉట్టిపడుతూంది.	ఉట్టిపడుతూంది.	ఉట్టిపడుతూంది.	0.9985	1	1
ఏదైతో	ఏదైతో	ఏదైతో	0.9436	1	1
చెంగటించినవాని''	చెంగటించినవాని"	చెంగటించినవాని"	0.9634	0	0
యిచ్చారు.	యిచ్చారు.	యిచ్చారు.	0.9789	1	1
మీకు	మీకు	మీకు	0.9973	1	1
దానిపేరు	దానిపేరు	దానిపేరు	0.9994	1	1
ఎంత	ఎంత	ఎంత	0.9119	1	1
అందులో	అందులో	అందులో	0.9404	1	1
''.... .... మ్మా .... ;	...	...	0.7424	0	0
వారు,	వారు,	వారు,	0.9884	1	1
నిలబడ్డ	కిలబబడ్డ	కిలబబడ్డ	0.7702	0	0
బయట పడిరి.	బయటపడి.	బయటపడి.	0.8747	0	0
అందుకని	అందుకని	అందుకని	0.9999	1	1
రాజదేవత	రాబదేవత	రాబదేవత	0.9940	0	0
మిగిలిపోతుంది.	మిగిలిపోతుంది.	మిగిలిపోతుంది.	0.9864	1	1
తలో	తలో	తలో	0.9996	1	1
ఊహించు.	ఊహించు.	ఊహించు.	0.9990	1	1
వలన	వలన	వలన	0.9994	1	1
వదలవలెనని	వదలవలెనని	వదలవలెనని	0.9475	1	1
జారిపోతుంది.	జారిపోతుంది.	జారిపోతుంది.	0.9669	1	1
తదేవార్థ	తదేవార్థ	తదేవార్థ	0.9993	1	1
దగ్గరికి	దగ్గరికి	దగ్గరికి	0.9968	1	1
కోశమున	కోశమున	కోశమున	0.9552	1	1
తన	తన	తన	0.9895	1	1
భూషణాలుండాలో	భూషణాలుండాలో,	భూషణాలుండాలో,	0.9433	0	0
కొంత	కొనత	కొంత	0.8227	0	1
మబ్బుకరిగి	మబ్బుకరిగి	మబ్బుకరిగి	0.9850	1	1
అల్లసాని	అల్లసాని	అల్లసాని	0.9997	1	1
వున్నంత	వున్నంత	వున్నంత	0.9996	1	1
42	42	42	0.9976	1	1
ఎంతో	ఎంతో	ఎంతో	0.9995	1	1
వెళతాము.	వెళతాము.	వెళతాము.	0.9969	1	1
నిద్రలోని	నిద్్రలోని	నిద్్రలోని	0.9555	0	0
భయపెట్టిరి.	భయపెట్టిరి.	భయపెట్టిరి.	0.9856	1	1
కాలు	కాలు	కాలు	0.9762	1	1
యీతడు	యీతడు	యీతడు	0.9928	1	1
మోసికొనివచ్చిరి.	మోసికొనివచ్చిరి,	మోసికొనివచ్చిరి,	0.9741	0	0
దాని	దాని	దాని	0.9985	1	1
అంతకుముందు	అంతకుముందు	అంతకుముందు	0.9555	1	1
చిన్నరి	చిన్నరి	చిన్నరి	0.9938	1	1
శ్రీ	శ్రీ	శ్రీ	0.9429	1	1
బాధ	బాధ	బాధ	0.9948	1	1
కూరలు,	కూరలు,	కూరలు,	0.9548	1	1
రోజుల	రోజుల	రోజుల	0.9253	1	1
అన్నారు.	అన్నారు.	అన్నారు.	0.9994	1	1
వంటివి.	వంటివి.	వంటివి.	0.9964	1	1
నడచియే	నడచియే	నడచియే	0.9413	1	1
సంవ	సంవ	సంవ	0.9430	1	1
వాణ్ణి	వాణ్ణి	వాణ్ణి	0.9892	1	1
సహించెడివాడు	సహిరబడినాడు	సహిరబడినాడు	0.8344	0	0
ఇతని	ఇతని	ఇతని	0.9827	1	1
అంటే	అంటే	అంటే	0.9987	1	1
అందు	అందు	అందు	0.9983	1	1
మాశ్చర్యముతో	మాశ్చర్యముతో	మాశ్చర్యముతో	0.9719	1	1
ఆ	ఆ	ఆ	0.9964	1	1
తల్లికి	తల్లికి	తల్లికి	0.9994	1	1
షేక్ హాండ్	షేక్హాండ్	షేక్హాండ్	0.9949	0	0
అన్నే	అన్నే	అన్నే	0.9788	1	1
వానినోటఁ	వానినోటఁ	వానినోటఁ	0.9868	1	1
రాజవంశాలు:	రాజవంశాలు:	రాజవంశాలు:	0.9950	1	1
ఆపైన	ఆపైన	ఆపైన	0.9734	1	1
ఆహుకుమునందిట్లున్నది:-	కమాతుమునుంాిరిరమదిా	కమాతుమునుంాిరిరమదిా	0.3936	0	0
ఇలా	ఇలా	ఇలా	0.9999	1	1
నైవేద్యములకు	పైవేద్యములకు	పైవేద్యములకు	0.9297	0	0
విఖ్యాతి	విఖ్యాతి	విఖ్యాతి	0.9996	1	1
నెమలి	నెమలి	నెమలి	0.9779	1	1
నూతన	నూతన	నూతన	0.9984	1	1
నున్న	నున్న	నున్న	0.9996	1	1
వల్ల	వల్ల	వల్ల	0.9984	1	1
డట్లు	ఊలు	ఊరు	0.6880	0	0
మొద	మొద	మొద	0.9613	1	1
తప్ప	తప్ప	తప్ప	0.9999	1	1
ఆపైన	ఆపైన	ఆపైన	0.9921	1	1
౪ం	ఆం	ఆట	0.7080	0	0
పాప.	పాప.	పాప.	0.9868	1	1
ఉండి	ఉండి	ఉండి	0.9996	1	1
చిన్నరి	చిన్నరి	చిన్నరి	0.9890	1	1
ప్రత్యేకంగా	ప్రత్యేకంగా	ప్రత్యేకంగా	0.9701	1	1
ఇర వై	ఇరవై	ఇరవై	0.9246	0	0
బృందావనము	బృందావనము	బృందావనము	0.9564	1	1
వారికి	వారికి	వారికి	0.9992	1	1
ఆముక్తమాల్యదలో	ఆముక్తమాల్యదలో	ఆముక్తమాల్యదలో	0.9987	1	1
ఈ	ఈ	ఈ	0.9999	1	1
కాలమందు	కాలమందు	కాలమందు	0.9947	1	1
శ్రీ	శ్రీ	శ్రీ	0.9112	1	1
మొదలైనవి	మొదలైనవి	మొదలైనవి	0.9612	1	1
భారతంలో	భారతంలో	భారతంలో	0.9440	1	1
చింతింపన్	చింతింపన్	చింతింపన్	0.9994	1	1
బాధలు	బాధలు	బాధలు	0.9402	1	1
చీకాకు	చీకాకు	చీకాకు	0.9987	1	1
సం|| లో	సo1లో	సo1లో	0.7655	0	0
రాళ్లు	రాళ్లు	రాళ్లు	0.9911	1	1
దాన్ని	దాన్ని	దాన్ని	0.9998	1	1
కొంచెము	కొంచెము	కొంచెము	0.9896	1	1
"ఆవునదల్చు	"ఆవునదల్చు	"ఆవునదల్చు	0.9536	1	1
కృష్ణదేవరాయలు.	కృష్టదేవరాయలు.	కృష్టదేవరాయలు.	0.9742	0	0
వా	వా	వా	0.8469	1	1
స్థితివస్తే	స్థితివస్తే	స్థితివస్తే	0.9538	1	1
కంటి	కంటి	కంటి	0.9984	1	1
రహస్యాలు	రహస్యాలు	రహస్యాలు	0.9839	1	1
